year	site	block	clone	leaf	position	metacol	metarow	population	circularity	indent_depth	area
2008	Ekebo	1	79	5.5	97	1	13	Delsbo	0.913550524	0.630061425	719.5264346
2008	Ekebo	2	79	5.5	174	6	22	Delsbo	0.983667646	0.462820698	686.1845328
2008	Ekebo	3	79	5	310	10	13	Delsbo	0.999291003	0.462920919	476.8963437
2008	Ekebo	4	79	5.5	459	16	12	Delsbo	0.987155021	0.457784774	921.8437081
2008	Ekebo	1	80	5.5	55	7	7	Delsbo	0.937124524	0.546970139	742.9477025
2008	Ekebo	2	80	5.5	156	4	20	Delsbo	0.991692729	0.583262453	644.2644971
2008	Ekebo	3	80	5	320	10	15	Delsbo	0.906071919	0.532566206	651.6482471
2008	Ekebo	4	80	4.5	397	18	4	Delsbo	0.96266568	0.469631308	434.0088256
2008	Ekebo	1	81	5	28	4	4	Dorotea	0.891184236	0.640064921	608.4991621
2008	Ekebo	2	81	5	172	4	22	Dorotea	0.889175681	0.566932771	430.085322
2008	Ekebo	2	81	5.5	211	3	27	Dorotea	0.837561464	0.588554925	626.0934757
2008	Ekebo	3	81	5.5	276	11	6	Dorotea	0.9074199	0.520456025	587.0853415
2008	Ekebo	3	81	5.5	298	13	10	Dorotea	0.907414892	0.492510235	380.6113602
2008	Ekebo	1	82	5.5	26	2	4	Dorotea	0.80584698	0.625809434	851.5546932
2008	Ekebo	2	82	5.5	165	5	21	Dorotea	0.772781542	0.715276235	1090.232918
2008	Ekebo	3	82	5	260	10	3	Dorotea	0.801654292	0.647366982	842.8631086
2008	Ekebo	4	82	5.5	473	14	14	Dorotea	0.778532011	0.630061425	706.0951316
2008	Ekebo	1	83	5	51	3	7	Dorotea	0.985380263	0.396951413	407.0422231
2008	Ekebo	2	83	5.5	170	2	22	Dorotea	0.916747006	0.575230726	770.100238
2008	Ekebo	4	83	5.5	413	18	6	Dorotea	0.982252567	0.471273943	521.2839323
2008	Ekebo	1	84	4	83	3	11	Dorotea	0.794298324	0.606278195	1530.506743
2008	Ekebo	2	84	3.5	225	1	29	Dorotea	0.764134103	0.644431484	1218.447972
2008	Ekebo	3	84	4.5	286	11	8	Dorotea	0.793871447	0.650326262	1473.321285
2008	Ekebo	4	84	5	438	19	9	Dorotea	0.833291848	0.620057929	669.5167333
2008	Ekebo	1	85	5	74	2	10	Dorotea	0.900128135	0.508345843	1027.390681
2008	Ekebo	2	85	5.5	154	2	20	Dorotea	0.89500953	0.614328833	731.5711178
2008	Ekebo	4	85	5.5	418	15	7	Dorotea	0.918619942	0.554130408	612.8008348
2008	Ekebo	1	86	5.5	30	6	4	Dorotea	0.952405396	0.556951455	951.3850113
2008	Ekebo	2	86	5.5	161	1	21	Dorotea	0.911361	0.551351059	831.1587775
2008	Ekebo	3	86	3.5	274	9	6	Dorotea	0.918145361	0.535117516	1067.892583
2008	Ekebo	4	86	5.5	488	21	15	Dorotea	0.943419496	0.421850467	671.1775256
2008	Ekebo	2	87	4.5	181	5	23	Dorotea	1.001449605	0.416171178	894.6186902
2008	Ekebo	3	87	4.5	250	10	1	Dorotea	1.024255226	0.456010089	1115.5544850000001
2008	Ekebo	1	88	5.5	23	7	3	Dorotea	0.865321514	0.584342991	815.4269463
2008	Ekebo	2	88	5.5	147	3	19	Dorotea	0.846929171	0.668903925	673.0967334
2008	Ekebo	4	88	5.5	484	17	15	Dorotea	0.798877763	0.725114282	715.7258359
2008	Ekebo	1	89	5.5	60	4	8	Dorotea	0.988467786	0.453972907	722.1200438
2008	Ekebo	2	89	5.5	222	6	28	Dorotea	1.028372624	0.348321356	651.153476
2008	Ekebo	3	89	5.5	330	10	17	Dorotea	0.993144777	0.471273943	691.5923497
2008	Ekebo	4	89	5.5	408	21	5	Dorotea	1.026333254	0.301903433	671.1586171
2008	Ekebo	1	90	5.5	106	2	14	Dorotea	0.839102627	0.576312068	979.1552229
2008	Ekebo	4	90	5.5	445	18	10	Dorotea	0.800972439	0.584342992	752.9817871
2008	Ekebo	2	91	3.5	209	1	27	Umea	0.840213912	0.564111724	415.6266599
2008	Ekebo	3	91	5	350	10	21	Umea	0.77430914	0.678310872	1012.950927
2008	Ekebo	4	91	4.5	470	19	13	Umea	0.759360717	0.730107238	1209.13556
2008	Ekebo	1	92	5.5	14	6	2	Umea	1.01926723	0.462426152	597.535412
2008	Ekebo	2	92	5.5	144	8	18	Umea	0.905054582	0.608478267	770.5162239
2008	Ekebo	3	92	4	258	13	2	Umea	0.955883598	0.357256272	521.3816259
2008	Ekebo	4	92	5.5	425	14	8	Umea	0.930862189	0.558553025	810.1136716
2008	Ekebo	1	93	4.5	81	1	11	Umea	0.814556419	0.569672027	492.2058862
2008	Ekebo	2	93	5.5	206	6	26	Umea	0.839321455	0.484272809	537.5010803
2008	Ekebo	3	93	5	348	13	20	Umea	0.811771055	0.640064921	745.3459243
2008	Ekebo	4	93	5.5	493	18	16	Umea	0.860846827	0.51733722	531.3841965
2008	Ekebo	2	94	5.5	183	7	23	Umea	0.807122998	0.673268812	652.187138
2008	Ekebo	3	94	5.5	254	9	2	Umea	0.811631883	0.708764956	892.7593592
2008	Ekebo	3	94	5.5	328	13	16	Umea	0.891054629	0.400882007	271.2070631
2008	Ekebo	4	94	5.5	386	15	3	Umea	0.769079515	0.707660647	536.8550416
2008	Ekebo	1	95	5	69	5	9	Umea	0.861961172	0.654669042	911.6394474
2008	Ekebo	2	95	5.5	204	4	26	Umea	0.918650905	0.587145203	839.4469818
2008	Ekebo	3	95	5	360	10	23	Umea	0.855811715	0.637593591	955.3999057
2008	Ekebo	1	96	5.5	67	3	9	Umea	0.959260035	0.566932771	939.6018949
2008	Ekebo	2	96	5.5	133	5	17	Umea	0.933869251	0.476341696	629.1251307
2008	Ekebo	3	96	5.5	316	11	14	Umea	0.988061005	0.511466617	697.4917864
2008	Ekebo	4	96	5.5	420	17	7	Umea	0.938429814	0.518896623	455.6936674
2008	Ekebo	1	97	5.5	12	4	2	Umea	0.867118101	0.538357649	671.7101136
2008	Ekebo	2	97	5.5	176	8	22	Umea	0.853069147	0.532566206	477.2398472
2008	Ekebo	3	97	5.5	272	12	5	Umea	0.832192332	0.680625953	804.8003969
2008	Ekebo	4	97	5	431	20	8	Umea	0.877721575	0.482912236	780.4967346
2008	Ekebo	1	98	5	7	7	1	Umea	1.074822554	0.311535089	591.4437394
2008	Ekebo	2	98	5.5	195	3	25	Umea	1.042781054	0.396951413	713.4253078
2008	Ekebo	3	98	5.5	304	9	12	Umea	1.024353719	0.408526593	741.5484771
2008	Ekebo	4	98	5.5	472	21	13	Umea	0.998829724	0.482514577	985.1775643
2008	Ekebo	1	99	5.5	33	1	5	Umea	0.908742497	0.456010089	593.8608697
2008	Ekebo	2	99	5.5	190	6	24	Umea	0.942568847	0.501987442	615.047789
2008	Ekebo	3	99	4.5	312	12	13	Umea	0.926001239	0.462920919	683.3892335
2008	Ekebo	4	99	5.5	440	21	9	Umea	0.870116751	0.556265289	683.6886173
2008	Ekebo	1	100	4	44	4	6	Umea	0.965948436	0.561374072	751.1634244
2008	Ekebo	2	100	4.5	188	4	24	Umea	0.97613551	0.493683094	647.211064
2008	Ekebo	3	100	5	308	13	12	Umea	0.978065545	0.4048126	300.0708134
2008	Ekebo	4	100	5.5	461	18	12	Umea	0.949291493	0.539008935	599.0575423
2008	Ekebo	1	102	5	76	4	10	Arjeplog	0.943731374	0.502108234	537.2269078
2008	Ekebo	2	102	5.5	158	6	20	Arjeplog	0.877244629	0.569009675	670.1785291
2008	Ekebo	3	102	5.5	300	10	11	Arjeplog	0.924326306	0.518896623	772.1549563
2008	Ekebo	4	102	5.5	399	20	4	Arjeplog	0.880367151	0.514400934	687.5427898
2008	Ekebo	2	103	5.5	140	4	18	Arjeplog	1.00058074	0.390405188	778.8895163
2008	Ekebo	3	103	5	322	12	15	Arjeplog	1.015440808	0.4048126	707.579445
2008	Ekebo	4	103	5.5	379	16	2	Arjeplog	0.928577443	0.466276113	785.9392171
2008	Ekebo	1	104	4.5	39	7	5	Arjeplog	0.910444067	0.51024667	801.715168
2008	Ekebo	1	105	5.5	94	6	12	Arjeplog	0.835904278	0.740671652	1054.146139
2008	Ekebo	2	105	5.5	135	7	17	Arjeplog	0.820789473	0.658851685	974.973304
2008	Ekebo	3	105	5.5	314	9	14	Arjeplog	0.806104489	0.736198287	846.7487952
2008	Ekebo	4	105	5.5	491	16	16	Arjeplog	0.827452497	0.685808257	931.1529688
2008	Ekebo	1	106	5.5	64	8	8	Arjeplog	0.965005026	0.458190669	524.1233513
2008	Ekebo	2	106	5.5	145	1	19	Arjeplog	0.922567126	0.588554925	627.4548842
2008	Ekebo	3	106	5	334	9	18	Arjeplog	0.938046415	0.532566206	788.8605727
2008	Ekebo	4	106	5	390	19	3	Arjeplog	0.89660634	0.569672027	812.439411
2008	Ekebo	1	107	5.5	35	3	5	Arjeplog	0.930944446	0.412240585	542.7733867
2008	Ekebo	2	107	3.5	215	7	27	Arjeplog	0.99213208	0.487429173	1043.516438
2008	Ekebo	3	107	5.5	256	11	2	Arjeplog	0.96987497600000006	0.396951413	828.5777739
2008	Ekebo	4	107	5.5	495	20	16	Arjeplog	0.883638624	0.534859958	668.7005185
2008	Ekebo	2	108	3.5	151	7	19	Arjeplog	0.797005587	0.71449893	945.0349232
2008	Ekebo	3	108	5	354	9	22	Arjeplog	0.989678778	0.396951413	330.7970462
2008	Ekebo	4	108	5.5	393	14	4	Arjeplog	0.897830402	0.576600354	745.6358539
2008	Ekebo	1	109	5.5	96	8	12	Arjeplog	0.967890298	0.477163149	648.4212049
2008	Ekebo	2	109	3	240	8	30	Arjeplog	0.944681999	0.508345843	611.2724016
2008	Ekebo	3	109	5.5	288	13	8	Arjeplog	0.934039808	0.504923728	851.3340946
2008	Ekebo	4	109	5.5	456	21	11	Arjeplog	0.900150521	0.569712121	829.7469465
2008	Ekebo	2	110	4.5	224	8	28	Arjeplog	0.922219618	0.4956666	916.9590249
2008	Ekebo	3	110	5.5	332	12	17	Arjeplog	0.857253083	0.526511116	637.1076484
2008	Ekebo	1	111	4.5	87	7	11	Lulea	0.846646361	0.546970139	634.1516272
2008	Ekebo	2	111	6	202	2	26	Lulea	0.807919853	0.561374072	555.4987742
2008	Ekebo	3	111	5	318	13	14	Lulea	0.843371066	0.675076598	949.0970887
2008	Ekebo	4	111	5.5	383	20	2	Lulea	1.029694269	0.329636135	312.982134
2008	Ekebo	1	112	5.5	62	6	8	Lulea	0.902956273	0.555731978	970.0980749
2008	Ekebo	2	112	5.5	131	3	17	Lulea	0.918126154	0.590754461	1168.482391
2008	Ekebo	3	112	4.5	340	10	19	Lulea	0.918353481	0.595717749	1369.454013
2008	Ekebo	4	112	5.5	415	20	6	Lulea	0.943436025	0.527657991	754.2990759
2008	Ekebo	1	113	5	49	1	7	Lulea	0.884698671	0.646853408	651.5600077
2008	Ekebo	2	113	5.5	220	4	28	Lulea	0.909797641	0.555268094	422.7425402
2008	Ekebo	3	113	5.5	344	9	20	Lulea	0.956396714	0.507276744	469.4022943
2008	Ekebo	4	113	5.5	381	18	2	Lulea	0.920976861	0.540909761	513.4999533
2008	Ekebo	1	114	5	90	2	12	Lulea	0.855045527	0.62234165	628.3026131
2008	Ekebo	4	114	5.5	406	19	5	Lulea	0.895981284	0.566932771	443.3653574
2008	Ekebo	1	115	5.5	85	5	11	Lulea	0.909778243	0.500344806	798.6015764
2008	Ekebo	2	115	5.5	208	8	26	Lulea	0.913405112	0.492510235	584.0253238
2008	Ekebo	3	115	5	346	11	20	Lulea	0.830572623	0.599013955	933.8568772
2008	Ekebo	4	115	5.5	457	14	12	Lulea	0.875728506	0.608769332	923.5139546
2008	Ekebo	1	116	5.5	5	5	1	Lulea	0.958568455	0.53215368	584.9423837
2008	Ekebo	2	116	5	227	3	29	Lulea	0.905529433	0.644895651	809.7796223
2008	Ekebo	3	116	5.5	284	9	8	Lulea	0.907275125	0.565567329	582.0714506
2011	Ekebo	1	1	5.5	111	7	14	Simlang	0.861819272	0.934099279	1525.587395
2011	Ekebo	2	1	5.5	173	5	22	Simlang	0.892182903	0.75106439	1362.344436
2011	Ekebo	3	1	5.5	255	10	2	Simlang	0.889238901	0.819512085	1558.450283
2011	Ekebo	4	1	5.5	494	19	16	Simlang	0.893335553	0.769413263	1238.320754
2011	Ekebo	1	2	5.5	121	1	16	Simlang	0.913784526	0.724218469	1497.905423
2011	Ekebo	2	2	5.5	136	8	17	Simlang	0.940544638	0.666939071	1450.55551
2011	Ekebo	3	2	5.5	299	9	11	Simlang	0.944341536	0.682941034	1520.740529
2011	Ekebo	4	2	5.5	458	15	12	Simlang	0.950860021	0.667647498	1359.627921
2011	Ekebo	1	3	5.5	118	6	15	Simlang	0.833487689	0.815260787	2101.35918
2011	Ekebo	2	3	5.5	137	1	18	Simlang	0.868392016	0.708764956	1490.51537
2011	Ekebo	3	3	5.5	333	13	17	Simlang	0.862411438	0.741401938	1767.095584
2011	Ekebo	4	3	5.5	487	20	15	Simlang	0.831528056	0.87534509	1539.957818
2011	Ekebo	1	4	5.5	88	8	11	Simlang	0.930490732	0.725425913	1068.201421
2011	Ekebo	2	4	5.5	134	6	17	Simlang	0.941195611	0.665154008	1178.339996
2011	Ekebo	3	4	5.5	317	12	14	Simlang	0.943440526	0.688289116	985.7857862
2011	Ekebo	4	4	5.5	480	21	14	Simlang	0.936769287	0.661502978	1008.813128
2011	Ekebo	1	5	5.5	93	5	12	Simlang	0.993518403	0.562510154	1394.353291
2011	Ekebo	2	5	5.5	168	8	21	Simlang	0.990880234	0.762922533	1473.926356
2011	Ekebo	3	5	5.5	257	12	2	Simlang	0.998064542	0.579113476	1433.10301
2011	Ekebo	4	5	5.5	492	17	16	Simlang	0.995367279	0.632591843	1413.337376
2011	Ekebo	1	6	5.5	109	5	14	Simlang	0.990941827	0.593807303	1136.224574
2011	Ekebo	2	6	5.5	171	3	22	Simlang	0.962016959	0.666489957	1610.66597
2011	Ekebo	3	6	5.5	283	13	7	Simlang	0.964635427	0.604306427	1232.632462
2011	Ekebo	4	6	5.5	465	14	13	Simlang	1.000592912	0.545559616	1176.650842
2011	Ekebo	1	7	5.5	34	2	5	Simlang	1.027724036	0.661502978	1313.311671
2011	Ekebo	2	7	6	189	5	24	Simlang	1.062060738	0.508345843	1301.166142
2011	Ekebo	3	7	5.5	339	9	19	Simlang	1.059682604	0.627894551	1459.555933
2011	Ekebo	4	7	5.5	382	19	2	Simlang	1.009441896	0.656069092	1296.470544
2011	Ekebo	1	8	5.5	95	7	12	Simlang	1.025213002	0.584342992	1592.321621
2011	Ekebo	2	8	5.5	143	7	18	Simlang	1.020747118	0.606528826	1404.743485
2011	Ekebo	3	8	5.5	367	12	24	Simlang	1.029734557	0.566932771	1382.639506
2011	Ekebo	1	9	5.5	11	3	2	Simlang	0.813684381	0.871607413	1040.289396
2011	Ekebo	2	9	5.5	226	2	29	Simlang	0.816058067	0.836394582	1376.83146
2011	Ekebo	3	9	5.5	313	13	13	Simlang	0.86737341	0.796448354	1074.444361
2011	Ekebo	4	9	5	433	14	9	Simlang	0.877676595	0.751995551	1130.706457
2011	Ekebo	1	10	5.5	29	5	4	Simlang	1.031215078	0.75767897	1602.655089
2011	Ekebo	2	10	5	232	8	29	Simlang	1.001359731	0.710088275	1515.846391
2011	Ekebo	3	10	5.5	321	11	15	Simlang	1.038026504	0.725719299	1863.109547
2011	Ekebo	4	10	5.5	405	18	5	Simlang	1.024217698	0.585771506	1777.514141
2011	Ekebo	1	11	6	75	3	10	Ronneby	0.932112493	0.73194224	1625.540618
2011	Ekebo	2	11	5	216	8	27	Ronneby	0.873568319	0.748966428	1496.906426
2011	Ekebo	3	11	5.5	363	13	23	Ronneby	0.929312093	0.640064921	1281.970913
2011	Ekebo	4	11	5.5	416	21	6	Ronneby	0.886208305	0.713070907	1361.295016
2011	Ekebo	1	12	5	56	8	7	Ronneby	0.972014115	0.675979879	1049.198428
2011	Ekebo	2	12	5.5	187	3	24	Ronneby	0.96699664	0.653277439	1165.261651
2011	Ekebo	3	12	5.5	337	12	18	Ronneby	0.979513159	0.594864978	948.8134619
2011	Ekebo	1	13	5.5	104	8	13	Ronneby	0.882392941	0.818903705	1290.53329
2011	Ekebo	2	13	5.5	150	6	19	Ronneby	0.879563448	0.857461229	1242.761089
2011	Ekebo	3	13	5.5	349	9	21	Ronneby	0.916642473	0.881043425	1217.937444
2011	Ekebo	4	13	5.5	464	21	12	Ronneby	0.882684853	0.70705161	1249.470438
2011	Ekebo	1	14	5.5	120	8	15	Ronneby	0.84559203	1.196077172	1449.260281
2011	Ekebo	2	14	5.5	166	6	21	Ronneby	0.858841559	0.987186019	1531.978451
2011	Ekebo	3	14	5.5	303	13	11	Ronneby	0.811146921	0.917213963	1283.281899
2011	Ekebo	4	14	5.5	499	16	17	Ronneby	0.822112255	0.851333742	1280.748167
2011	Ekebo	1	15	5.5	127	7	16	Ronneby	0.958118707	0.472916578	757.6080547
2011	Ekebo	2	15	5.5	141	5	18	Ronneby	0.969410287	0.438314507	722.731417
2011	Ekebo	3	15	5	315	10	14	Ronneby	0.930683853	0.479626966	842.8883198
2011	Ekebo	1	16	5.5	116	4	15	Ronneby	0.850352948	0.858175646	1373.040316
2011	Ekebo	2	16	5.5	148	4	19	Ronneby	0.84199798	1.245249691	1298.254241
2011	Ekebo	3	16	5.5	279	9	7	Ronneby	0.827926838	1.106894557	1203.296
2011	Ekebo	4	16	5	485	18	15	Ronneby	0.856796346	1.035122643	1068.749766
2011	Ekebo	1	18	5.5	98	2	13	Ronneby	0.841982945	0.977831213	1303.148378
2011	Ekebo	2	18	5	146	2	19	Ronneby	0.867023935	0.887610344	1201.405155
2011	Ekebo	3	18	5	273	13	5	Ronneby	0.817960325	0.942612515	1233.978113
2011	Ekebo	4	18	5.5	490	15	16	Ronneby	0.864296756	1.013488162	1369.920421
2011	Ekebo	1	19	5.5	38	6	5	Ronneby	0.815352498	0.883687353	1262.529874
2011	Ekebo	2	19	4.5	169	1	22	Ronneby	0.808909674	0.791892931	1098.981228
2011	Ekebo	3	19	5.5	263	13	3	Ronneby	0.812118576	0.856898358	1397.46058
2011	Ekebo	4	19	5.5	448	21	10	Ronneby	0.780599335	0.905109346	1269.25498
2011	Ekebo	1	20	5.5	107	3	14	Ronneby	0.869735855	0.823115936	1253.264733
2011	Ekebo	2	20	5.5	184	8	23	Ronneby	0.846204099	0.799711398	1198.679187
2011	Ekebo	3	20	5.5	295	10	10	Ronneby	0.849486996	0.789913264	1142.502179
2011	Ekebo	4	20	5.5	446	19	10	Ronneby	0.878441468	0.73194224	1187.718588
2011	Ekebo	2	21	5.5	217	1	28	Vargarda	0.974345399	0.706284097	1146.23975
2011	Ekebo	3	21	5.5	329	9	17	Vargarda	0.99240408	0.628731956	1242.660244
2011	Ekebo	4	21	5.5	421	18	7	Vargarda	0.962300192	0.71230041	1307.125456
2011	Ekebo	1	22	5	79	7	10	Vargarda	0.961935856	0.721015258	1151.669626
2011	Ekebo	2	22	4.5	198	6	25	Vargarda	0.933399597	0.711905411	1058.479326
2011	Ekebo	3	22	5.5	311	11	13	Vargarda	0.949673557	0.721015258	976.7979693
2011	Ekebo	4	22	5.5	394	15	4	Vargarda	0.920015581	0.765435016	1154.370384
2011	Ekebo	1	23	5.5	43	3	6	Vargarda	0.909105743	0.660519348	774.1718578
2011	Ekebo	2	23	5.5	203	3	26	Vargarda	0.894872434	0.92417592	1179.348447
2011	Ekebo	3	23	5	365	10	24	Vargarda	0.913006636	0.807391293	945.6179337
2011	Ekebo	4	23	5.5	437	18	9	Vargarda	0.876780022	0.787918483	836.1285487
2011	Ekebo	2	24	5	207	7	26	Vargarda	1.009403007	0.561374072	712.5082479
2011	Ekebo	3	24	5.5	275	10	6	Vargarda	0.982818243	0.500124728	777.1247275
2011	Ekebo	4	24	5.5	449	14	11	Vargarda	1.012108055	0.580483104	912.3264545
2011	Ekebo	2	25	5.5	205	5	26	Vargarda	0.900800676	1.053760882	1198.509011
2011	Ekebo	3	25	5.5	253	13	1	Vargarda	0.808637358	1.062165447	1129.48056
2011	Ekebo	4	25	5.5	407	20	5	Vargarda	0.90619712	0.998244568	1251.651212
2011	Ekebo	1	26	5.5	59	3	8	Vargarda	0.870817876	0.928792778	1116.660629
2011	Ekebo	2	26	5.5	191	7	24	Vargarda	0.861333118	0.725147917	1000.792794
2011	Ekebo	3	26	5.5	251	11	1	Vargarda	0.86930504	0.882252339	926.6779687
2011	Ekebo	4	26	5.5	462	19	12	Vargarda	0.860237477	0.865983117	1221.870402
2011	Ekebo	1	27	5.5	27	3	4	Vargarda	0.879566725	0.659187897	1271.451512
2011	Ekebo	1	28	5.5	20	4	3	Vargarda	0.917312188	0.824784094	1151.716898
2011	Ekebo	2	28	5.5	233	1	30	Vargarda	0.897029877	0.787648301	1105.22732
2011	Ekebo	3	28	5	323	13	15	Vargarda	0.990267182	0.73194224	1117.785682
2011	Ekebo	4	28	5	419	16	7	Vargarda	0.947329525	0.793902826	1140.393887
2011	Ekebo	1	29	5.5	125	5	16	Vargarda	0.749181534	0.894651924	1209.784751
2011	Ekebo	2	29	5.5	130	2	17	Vargarda	0.75252404	0.996531532	1298.629259
2011	Ekebo	3	29	5.5	293	13	9	Vargarda	0.675855696	0.859178715	982.1270011
2011	Ekebo	4	29	5.5	474	15	14	Vargarda	0.750915631	1.02131634	1415.937288
2011	Ekebo	2	30	5.5	178	2	23	Vargarda	0.965843931	0.744174223	1579.309456
2011	Ekebo	3	30	5.5	307	12	12	Vargarda	0.961292457	0.73924689	1484.00456
2011	Ekebo	4	30	5.5	467	16	13	Vargarda	0.961208446	0.725425913	1381.025985
2011	Ekebo	1	31	5	128	8	16	Ydre	0.954842038	1.144982939	1771.658824
2011	Ekebo	2	31	5	162	2	21	Ydre	0.920378753	0.955985597	1394.964664
2011	Ekebo	3	31	5	353	13	21	Ydre	0.936389338	1.032073674	1682.4235409999999
2011	Ekebo	4	31	5	502	19	17	Ydre	0.900912024	0.955985597	1355.515333
2011	Ekebo	1	32	5.5	4	4	1	Ydre	1.033179775	0.532566206	1312.010139
2011	Ekebo	1	32	5.5	112	8	14	Ydre	1.002979068	0.600446539	1473.346496
2011	Ekebo	1	32	5.5	123	3	16	Ydre	1.051590301	0.525944157	1423.384066
2011	Ekebo	2	32	5	164	4	21	Ydre	1.055421839	0.561374072	1482.888961
2011	Ekebo	3	32	5.5	289	9	9	Ydre	1.023092214	0.624541186	1492.664631
2011	Ekebo	4	32	5.5	434	15	9	Ydre	1.029651756	0.605279237	1269.94829
2011	Ekebo	4	32	5.5	444	17	10	Ydre	1.013955494	0.603806866	1591.833153
2011	Ekebo	4	32	5	476	17	14	Ydre	1.045804572	0.532566206	1477.266848
2011	Ekebo	1	33	5.5	6	6	1	Ydre	0.950956197	0.716645342	1124.709327
2011	Ekebo	2	33	5.5	239	7	30	Ydre	0.961387016	0.637363486	857.9741123
2011	Ekebo	3	33	5	277	12	6	Ydre	0.95753519	0.668805038	1099.381457
2011	Ekebo	4	33	5.5	426	15	8	Ydre	0.956311737	0.709917448	1126.231457
2011	Ekebo	1	34	5.5	54	6	7	Ydre	0.981387938	0.630061425	1393.533925
2011	Ekebo	2	34	5.5	175	7	22	Ydre	1.036630117	0.561374072	1242.307286
2011	Ekebo	3	34	5.5	249	9	1	Ydre	0.997658685	0.636242874	1346.590544
2011	Ekebo	4	34	4.5	503	20	17	Ydre	1.037704787	0.651855156	1266.36829
2011	Ekebo	1	35	5	47	7	6	Ydre	0.86972253	0.824481169	1387.546249
2011	Ekebo	1	35	5.5	57	1	8	Ydre	0.930000363	0.717233032	1173.108659
2011	Ekebo	1	35	5	103	7	13	Ydre	0.939269505	0.701817735	1299.03579
2011	Ekebo	2	35	4.5	212	4	27	Ydre	0.948939056	0.679174827	1146.208236
2011	Ekebo	3	35	5.5	347	12	20	Ydre	0.908973784	0.692098197	1196.413324
2011	Ekebo	4	35	5.5	402	15	5	Ydre	0.935207779	0.660345437	1152.782074
2011	Ekebo	4	35	5.5	428	17	8	Ydre	0.925628969	0.737247268	1300.252234
2011	Ekebo	4	35	5.5	451	16	11	Ydre	0.923090549	0.789883035	1316.734101
2011	Ekebo	1	36	5.5	84	4	11	Ydre	0.885460713	0.720913881	1258.306987
2011	Ekebo	2	36	5.5	155	3	20	Ydre	0.824004635	0.754207685	1781.13511
2011	Ekebo	3	36	5.5	297	12	10	Ydre	0.870753389	0.760200528	1458.645176
2011	Ekebo	4	36	5.5	478	19	14	Ydre	0.887467452	0.691259118	1350.369083
2011	Ekebo	1	37	5.5	45	5	6	Ydre	0.869559039	0.666489957	1050.367601
2011	Ekebo	2	37	5.5	194	2	25	Ydre	0.892850854	0.814346423	1402.00176
2011	Ekebo	3	37	5.5	327	12	16	Ydre	0.879286957	0.884358596	1467.686567
2011	Ekebo	4	37	5.5	389	18	3	Ydre	0.881409539	0.838055096	1515.959842
2011	Ekebo	1	38	5.5	25	1	4	Ydre	0.986057461	0.694199574	1261.556089
2011	Ekebo	2	38	5.5	242	2	31	Ydre	0.98916887	0.680625953	1225.232955
2011	Ekebo	3	38	5	361	11	23	Ydre	0.976040982	0.725425913	1258.489768
2011	Ekebo	4	38	5	380	17	2	Ydre	0.986523848	0.809625201	1239.92167
2011	Ekebo	1	39	4.5	22	6	3	Ydre	1.025790977	0.493484264	1189.193447
2011	Ekebo	2	39	5.5	223	7	28	Ydre	1.022059013	0.465412371	1020.703393
2011	Ekebo	3	39	5	265	10	4	Ydre	1.038226995	0.508345843	1192.984592
2011	Ekebo	4	39	5.5	414	19	6	Ydre	1.012159288	0.47702198	943.1346239
2011	Ekebo	1	40	5.5	2	2	1	Ydre	0.851676272	0.760347665	1031.941315
2011	Ekebo	1	40	5	100	4	13	Ydre	0.841719199	0.795764403	1416.539207
2011	Ekebo	1	40	5.5	122	2	16	Ydre	0.881566842	0.682378659	1116.994679
2011	Ekebo	2	40	5.5	237	5	30	Ydre	0.85823498	0.77210032	1400.448115
2011	Ekebo	3	40	5.5	325	10	16	Ydre	0.847313724	0.80064332	1573.952061
2011	Ekebo	4	40	5	435	16	9	Ydre	0.884716178	0.915515165	1179.603711
2011	Ekebo	4	40	5.5	489	14	16	Ydre	0.857484304	0.842944739	1424.726567
2011	Ekebo	4	40	5	504	21	17	Ydre	0.891777635	0.73194224	1168.34688
2011	Ekebo	1	41	5.5	40	8	5	Brunsberg	1.021366978	0.70771211999999994	1219.484786
2011	Ekebo	2	41	5	228	4	29	Brunsberg	1.036615399	0.678310872	1162.359204
2011	Ekebo	3	41	5.5	319	9	15	Brunsberg	1.033783971	0.661502978	1514.488134
2011	Ekebo	4	41	5.5	378	15	2	Brunsberg	1.022539754	0.64299352	1206.302444
2011	Ekebo	1	42	5.5	66	2	9	Brunsberg	0.871731425	0.916439965	1376.012094
2011	Ekebo	3	42	5.5	351	11	21	Brunsberg	1.020780271	0.588491969	1363.252041
2011	Ekebo	4	42	5.5	430	19	8	Brunsberg	0.856422933	1.0137804	1243.463853
2011	Ekebo	1	43	5.5	126	6	16	Brunsberg	0.891767696	0.999945762	1597.68847
2011	Ekebo	2	43	5.5	132	4	17	Brunsberg	0.909321807	1.135981136	1806.381043
2011	Ekebo	3	43	5.5	359	9	23	Brunsberg	0.943889921	0.881043425	1651.709914
2011	Ekebo	4	43	5	372	17	1	Brunsberg	0.929386099	0.892289521	1657.306815
2011	Ekebo	1	44	4.5	77	5	10	Brunsberg	1.021928504	0.587145203	1007.25003
2011	Ekebo	2	44	5.5	201	1	26	Brunsberg	1.001466491	0.587145203	997.0489203
2011	Ekebo	3	44	5.5	357	12	22	Brunsberg	1.027712535	0.568301597	990.5192019
